x	y	key	showSelected1
15	0.849823352702883	15	15
16	0.835864176771495	16	16
17	0.834177737870274	17	17
18	0.838292529590982	18	18
19	0.751428624386456	19	19
20	0.765639447785561	20	20
21	0.674783560243361	21	21
22	0.668603478559821	22	22
23	0.686615212429728	23	23
24	0.561449330636841	24	24
25	0.554325708135717	25	25
26	0.653996239104245	26	26
27	0.682370515361279	27	27
28	0.681622273361754	28	28
29	0.741305244385282	29	29
30	0.788459210576333	30	30
31	0.798391440854302	31	31
32	0.844498167791067	32	32
33	0.803428114862677	33	33
34	0.744062656645184	34	34
35	0.7450769960643	35	35
36	0.879955462534013	36	36
37	0.834103949997221	37	37
38	0.779499595616657	38	38
39	0.921367425222697	39	39
40	0.81299806697812	40	40
41	0.772809241477185	41	41
42	0.785387956925559	42	42
43	0.778601237798447	43	43
44	0.771381274290595	44	44
45	0.774250655652275	45	45
46	0.758627083230224	46	46
47	0.75224349842159	47	47
48	0.789280636941137	48	48
49	0.802054169816178	49	49
50	0.74293278317758	50	50
51	0.78380188575196	51	51
52	0.774380794738248	52	52
53	0.477642684056555	53	53
54	0.64533842286498	54	54
55	0.697784382118198	55	55
56	0.703727626053029	56	56
57	0.896471316663195	57	57
58	0.937427857101629	58	58
59	0.870184305640601	59	59
60	0.797568389488693	60	60
61	0.789723475231891	61	61
62	1.09333146790282	62	62
63	1.08565408668279	63	63
64	1.05357013787587	64	64
65	1.00531861736671	65	65
66	0.985303438289097	66	66
67	0.973072702669818	67	67
68	0.959522251248616	68	68
69	0.954418821070472	69	69
70	0.938760872881918	70	70
71	0.958593678604767	71	71
72	0.936289031678809	72	72
73	1.01209226666896	73	73
74	0.975212720861994	74	74
75	0.971987946225589	75	75
76	0.789084244349636	76	76
77	0.825383359780101	77	77
78	0.82609113202276	78	78
79	0.895551599672452	79	79
80	0.95463500217464	80	80
81	0.944205447593037	81	81
82	0.940612386936276	82	82
83	0.938901479161825	83	83
84	0.941204540453776	84	84
85	0.714029441276896	85	85
86	0.756386271755624	86	86
87	0.713760699272813	87	87
88	0.857894206961594	88	88
89	0.841603218578606	89	89
90	0.872040739421232	90	90
91	0.878823226029056	91	91
92	0.893190588174414	92	92
93	0.822828581603082	93	93
94	0.769267654894572	94	94
95	0.771757347828137	95	95
96	0.779339120047982	96	96
97	0.808929989913042	97	97
98	0.887997439533518	98	98
99	0.930188038157411	99	99
100	0.876889802979428	100	100
